TXNAME	GENEID
ENST00000443046	ENSG00000205581
ENST00000464078	ENSG00000205581
ENST00000491183	ENSG00000205581
ENST00000479586	ENSG00000205581
ENST00000471260	ENSG00000205581
ENST00000482733	ENSG00000205581
ENST00000463631	ENSG00000205581
ENST00000415847	ENSG00000182093
ENST00000647678	ENSG00000182093
ENST00000650376	ENSG00000182093
ENST00000333781	ENSG00000182093
ENST00000649170	ENSG00000182093
ENST00000623703	ENSG00000182093
ENST00000647911	ENSG00000182093
ENST00000649100	ENSG00000182093
ENST00000487869	ENSG00000182093
ENST00000471468	ENSG00000182093
ENST00000649224	ENSG00000182093
ENST00000398753	ENSG00000182093
ENST00000649822	ENSG00000182093
ENST00000442773	ENSG00000182093
ENST00000380713	ENSG00000182093
ENST00000380708	ENSG00000182093
ENST00000466787	ENSG00000182093
ENST00000649499	ENSG00000182093
ENST00000650208	ENSG00000182093
ENST00000490860	ENSG00000182093
ENST00000478273	ENSG00000182093
ENST00000648495	ENSG00000182093
ENST00000476914	ENSG00000182093
ENST00000480690	ENSG00000182093
ENST00000647779	ENSG00000285815
ENST00000648253	ENSG00000285815
ENST00000380671	ENSG00000157578
ENST00000288350	ENSG00000157578
ENST00000358268	ENSG00000157578
ENST00000495240	ENSG00000157578
ENST00000484878	ENSG00000157578
ENST00000485895	ENSG00000157578
ENST00000491625	ENSG00000157578
ENST00000459939	ENSG00000157578
ENST00000490184	ENSG00000157578
ENST00000418018	ENSG00000157578
ENST00000466954	ENSG00000157578
ENST00000448288	ENSG00000157578
ENST00000434281	ENSG00000157578
ENST00000438404	ENSG00000157578
ENST00000411566	ENSG00000157578
ENST00000468009	ENSG00000157578
ENST00000415863	ENSG00000157578
ENST00000426783	ENSG00000157578
ENST00000456017	ENSG00000157578
ENST00000451131	ENSG00000157578
ENST00000480612	ENSG00000157578
ENST00000380637	ENSG00000185437
ENST00000380634	ENSG00000185437
ENST00000458295	ENSG00000185437
ENST00000440288	ENSG00000185437
ENST00000380631	ENSG00000185437
ENST00000333634	ENSG00000185437
ENST00000452550	ENSG00000185437
ENST00000423596	ENSG00000185437
ENST00000447939	ENSG00000185437
ENST00000380620	ENSG00000183778
ENST00000475838	ENSG00000183778
ENST00000615480	ENSG00000183778
ENST00000380618	ENSG00000183778
ENST00000343118	ENSG00000183778
ENST00000398714	ENSG00000183778
ENST00000380588	ENSG00000183067
ENST00000479378	ENSG00000183067
ENST00000459922	ENSG00000183067
ENST00000328619	ENSG00000183036
ENST00000462224	ENSG00000183036
ENST00000468717	ENSG00000183036
ENST00000467565	ENSG00000183036
ENST00000400454	ENSG00000171587
ENST00000617870	ENSG00000171587
ENST00000404019	ENSG00000171587
ENST00000330333	ENSG00000182240
ENST00000328735	ENSG00000182240
ENST00000347667	ENSG00000182240
ENST00000470864	ENSG00000182240
ENST00000487994	ENSG00000182240
ENST00000491838	ENSG00000182240
ENST00000466122	ENSG00000182240
ENST00000465326	ENSG00000182240
ENST00000463674	ENSG00000182240
ENST00000475618	ENSG00000182240
ENST00000479810	ENSG00000183844
ENST00000518236	ENSG00000183844
ENST00000357985	ENSG00000183844
ENST00000398652	ENSG00000183844
ENST00000398647	ENSG00000183844
ENST00000398646	ENSG00000183844
ENST00000330714	ENSG00000183486
ENST00000436410	ENSG00000183486
ENST00000435611	ENSG00000183486
ENST00000494252	ENSG00000183486
ENST00000495892	ENSG00000183486
ENST00000416447	ENSG00000183486
ENST00000418103	ENSG00000183486
ENST00000482953	ENSG00000183486
ENST00000496774	ENSG00000183486
ENST00000493753	ENSG00000183486
ENST00000481838	ENSG00000183486
ENST00000474368	ENSG00000183486
ENST00000398632	ENSG00000183486
ENST00000490220	ENSG00000157601
ENST00000468506	ENSG00000157601
ENST00000398600	ENSG00000157601
ENST00000413778	ENSG00000157601
ENST00000419044	ENSG00000157601
ENST00000455164	ENSG00000157601
ENST00000398598	ENSG00000157601
ENST00000424365	ENSG00000157601
ENST00000484465	ENSG00000157601
ENST00000417963	ENSG00000157601
ENST00000441677	ENSG00000157601
ENST00000478268	ENSG00000157601
ENST00000427464	ENSG00000157601
ENST00000288383	ENSG00000157601
ENST00000619682	ENSG00000157601
ENST00000467510	ENSG00000157601
ENST00000486275	ENSG00000157601
ENST00000491110	ENSG00000157601
ENST00000332149	ENSG00000184012
ENST00000398585	ENSG00000184012
ENST00000488556	ENSG00000184012
ENST00000458356	ENSG00000184012
ENST00000454499	ENSG00000184012
ENST00000469395	ENSG00000184012
ENST00000424093	ENSG00000184012
ENST00000497881	ENSG00000184012
ENST00000463138	ENSG00000184012
ENST00000455813	ENSG00000184012
ENST00000489201	ENSG00000184012
ENST00000352483	ENSG00000183421
ENST00000332512	ENSG00000183421
ENST00000470586	ENSG00000141956
ENST00000486812	ENSG00000141956
ENST00000447016	ENSG00000141956
ENST00000422911	ENSG00000141956
ENST00000441787	ENSG00000141956
ENST00000449395	ENSG00000141956
ENST00000398548	ENSG00000141956
ENST00000433067	ENSG00000141956
ENST00000447207	ENSG00000141956
ENST00000269844	ENSG00000141956
ENST00000465955	ENSG00000141956
ENST00000477633	ENSG00000141956
ENST00000495217	ENSG00000141956
ENST00000491486	ENSG00000141956
ENST00000489661	ENSG00000141956
ENST00000496124	ENSG00000141956
ENST00000449165	ENSG00000157617
ENST00000329623	ENSG00000157617
ENST00000380486	ENSG00000157617
ENST00000482186	ENSG00000157617
ENST00000482084	ENSG00000157617
ENST00000467074	ENSG00000157617
ENST00000490479	ENSG00000157617
ENST00000478372	ENSG00000157617
ENST00000398505	ENSG00000173276
ENST00000310826	ENSG00000173276
ENST00000398499	ENSG00000173276
ENST00000398511	ENSG00000173276
ENST00000465968	ENSG00000173276
ENST00000425521	ENSG00000173276
ENST00000449949	ENSG00000173276
ENST00000398497	ENSG00000173276
ENST00000400427	ENSG00000177398
ENST00000400424	ENSG00000177398
ENST00000408989	ENSG00000177398
ENST00000408910	ENSG00000177398
ENST00000491559	ENSG00000177398
ENST00000468982	ENSG00000177398
ENST00000497243	ENSG00000177398
ENST00000400421	ENSG00000177398
ENST00000466434	ENSG00000177398
ENST00000485357	ENSG00000177398
ENST00000475047	ENSG00000177398
ENST00000484174	ENSG00000177398
ENST00000400423	ENSG00000177398
ENST00000484712	ENSG00000177398
ENST00000398457	ENSG00000160179
ENST00000462050	ENSG00000160179
ENST00000347800	ENSG00000160179
ENST00000450121	ENSG00000160179
ENST00000398449	ENSG00000160179
ENST00000361802	ENSG00000160179
ENST00000343687	ENSG00000160179
ENST00000398437	ENSG00000160179
ENST00000472587	ENSG00000160179
ENST00000467818	ENSG00000160179
ENST00000496783	ENSG00000160179
ENST00000518498	ENSG00000160180
ENST00000489676	ENSG00000160180
ENST00000398431	ENSG00000160180
ENST00000291525	ENSG00000160180
ENST00000291526	ENSG00000160181
ENST00000463771	ENSG00000160181
ENST00000475297	ENSG00000160181
ENST00000291527	ENSG00000160182
ENST00000644384	ENSG00000160183
ENST00000433957	ENSG00000160183
ENST00000291532	ENSG00000160183
ENST00000476848	ENSG00000160183
ENST00000474596	ENSG00000160183
ENST00000482761	ENSG00000160183
ENST00000398405	ENSG00000160183
ENST00000398397	ENSG00000160183
ENST00000478680	ENSG00000160183
ENST00000635189	ENSG00000160185
ENST00000291535	ENSG00000160185
ENST00000635108	ENSG00000160185
ENST00000635325	ENSG00000160185
ENST00000634453	ENSG00000160185
ENST00000634718	ENSG00000160185
ENST00000319294	ENSG00000160185
ENST00000398367	ENSG00000160185
ENST00000473381	ENSG00000160185
ENST00000493019	ENSG00000160188
ENST00000291536	ENSG00000160188
ENST00000398352	ENSG00000160188
ENST00000454800	ENSG00000160190
ENST00000419522	ENSG00000160190
ENST00000398341	ENSG00000160190
ENST00000484887	ENSG00000160190
ENST00000471277	ENSG00000160190
ENST00000352133	ENSG00000160190
ENST00000398343	ENSG00000160190
ENST00000487951	ENSG00000160190
ENST00000496416	ENSG00000160190
ENST00000460905	ENSG00000160191
ENST00000472401	ENSG00000160191
ENST00000335512	ENSG00000160191
ENST00000470987	ENSG00000160191
ENST00000291539	ENSG00000160191
ENST00000490803	ENSG00000160191
ENST00000486902	ENSG00000160191
ENST00000380328	ENSG00000160191
ENST00000495521	ENSG00000160191
ENST00000398232	ENSG00000160191
ENST00000462571	ENSG00000160191
ENST00000398234	ENSG00000160191
ENST00000398236	ENSG00000160191
ENST00000468805	ENSG00000160191
ENST00000328862	ENSG00000160191
ENST00000335440	ENSG00000160191
ENST00000398225	ENSG00000160191
ENST00000497805	ENSG00000160191
ENST00000398229	ENSG00000160191
ENST00000398227	ENSG00000160191
ENST00000460989	ENSG00000160191
ENST00000467403	ENSG00000160191
ENST00000349112	ENSG00000160191
ENST00000398224	ENSG00000160191
ENST00000467162	ENSG00000160191
ENST00000495343	ENSG00000160191
ENST00000489319	ENSG00000160191
ENST00000466472	ENSG00000160191
ENST00000330317	ENSG00000160193
ENST00000492742	ENSG00000160193
ENST00000398208	ENSG00000160193
ENST00000476326	ENSG00000160193
ENST00000479429	ENSG00000160193
ENST00000463902	ENSG00000160193
ENST00000470658	ENSG00000160193
ENST00000460259	ENSG00000160194
ENST00000354250	ENSG00000160194
ENST00000340344	ENSG00000160194
ENST00000460740	ENSG00000160194
ENST00000291547	ENSG00000160199
ENST00000432907	ENSG00000160199
ENST00000418336	ENSG00000160199
ENST00000480179	ENSG00000160199
ENST00000456957	ENSG00000160199
ENST00000560448	ENSG00000160199
ENST00000607049	ENSG00000160199
ENST00000557820	ENSG00000160199
ENST00000474336	ENSG00000160199
ENST00000607150	ENSG00000160199
ENST00000558955	ENSG00000160199
ENST00000461686	ENSG00000160200
ENST00000398158	ENSG00000160200
ENST00000398165	ENSG00000160200
ENST00000359624	ENSG00000160200
ENST00000352178	ENSG00000160200
ENST00000451248	ENSG00000160200
ENST00000462349	ENSG00000160200
ENST00000491776	ENSG00000160200
ENST00000458223	ENSG00000160200
ENST00000430013	ENSG00000160200
ENST00000496485	ENSG00000160200
ENST00000486098	ENSG00000160200
ENST00000441030	ENSG00000160200
ENST00000470912	ENSG00000160200
ENST00000465732	ENSG00000160200
ENST00000488526	ENSG00000160200
ENST00000478709	ENSG00000160200
ENST00000471250	ENSG00000160201
ENST00000478282	ENSG00000160201
ENST00000459639	ENSG00000160201
ENST00000464750	ENSG00000160201
ENST00000475639	ENSG00000160201
ENST00000380276	ENSG00000160201
ENST00000291552	ENSG00000160201
ENST00000398137	ENSG00000160201
ENST00000486519	ENSG00000160201
ENST00000463599	ENSG00000160201
ENST00000496462	ENSG00000160201
ENST00000468039	ENSG00000160201
ENST00000291554	ENSG00000160202
ENST00000482775	ENSG00000160202
ENST00000398133	ENSG00000160202
ENST00000398132	ENSG00000160202
ENST00000468016	ENSG00000160202
ENST00000270162	ENSG00000142178
ENST00000644871	ENSG00000142178
ENST00000644689	ENSG00000142178
ENST00000478426	ENSG00000142178
ENST00000644750	ENSG00000142178
ENST00000644276	ENSG00000142178
ENST00000291560	ENSG00000160207
ENST00000443485	ENSG00000160207
ENST00000599962	ENSG00000234289
ENST00000340648	ENSG00000160208
ENST00000470886	ENSG00000160208
ENST00000398081	ENSG00000160209
ENST00000468090	ENSG00000160209
ENST00000291565	ENSG00000160209
ENST00000398085	ENSG00000160209
ENST00000476084	ENSG00000160209
ENST00000470029	ENSG00000160209
ENST00000438837	ENSG00000160209
ENST00000498040	ENSG00000160209
ENST00000327574	ENSG00000160209
ENST00000472777	ENSG00000160209
ENST00000476313	ENSG00000160209
ENST00000481512	ENSG00000160209
ENST00000621478	ENSG00000160209
ENST00000490666	ENSG00000160209
ENST00000467908	ENSG00000160209
ENST00000343528	ENSG00000160209
ENST00000398078	ENSG00000160209
ENST00000468392	ENSG00000160209
ENST00000461123	ENSG00000160209
ENST00000639959	ENSG00000160213
ENST00000291568	ENSG00000160213
ENST00000640406	ENSG00000160213
ENST00000480147	ENSG00000160213
ENST00000475534	ENSG00000160214
ENST00000497547	ENSG00000160214
ENST00000483896	ENSG00000160214
ENST00000492638	ENSG00000160214
ENST00000473988	ENSG00000160214
ENST00000467112	ENSG00000160214
ENST00000471909	ENSG00000160214
ENST00000291572	ENSG00000160216
ENST00000474735	ENSG00000160216
ENST00000448287	ENSG00000160216
ENST00000398061	ENSG00000160216
ENST00000327505	ENSG00000160216
ENST00000445582	ENSG00000160216
ENST00000398063	ENSG00000160216
ENST00000398058	ENSG00000160216
ENST00000457068	ENSG00000160216
ENST00000448845	ENSG00000160216
ENST00000498670	ENSG00000160216
ENST00000422850	ENSG00000160216
ENST00000497909	ENSG00000160216
ENST00000546158	ENSG00000160216
ENST00000479117	ENSG00000160216
ENST00000481319	ENSG00000160216
ENST00000467358	ENSG00000160216
ENST00000484865	ENSG00000160216
ENST00000380221	ENSG00000160218
ENST00000291574	ENSG00000160218
ENST00000422875	ENSG00000160218
ENST00000481460	ENSG00000160218
ENST00000461889	ENSG00000160218
ENST00000459741	ENSG00000160218
ENST00000465905	ENSG00000160218
ENST00000483973	ENSG00000160218
ENST00000486746	ENSG00000160218
ENST00000469521	ENSG00000160218
ENST00000485621	ENSG00000160218
ENST00000468864	ENSG00000160218
ENST00000291576	ENSG00000241945
ENST00000456705	ENSG00000241945
ENST00000486126	ENSG00000241945
ENST00000471490	ENSG00000241945
ENST00000494310	ENSG00000241945
ENST00000476948	ENSG00000241945
ENST00000291577	ENSG00000160221
ENST00000645487	ENSG00000160221
ENST00000644251	ENSG00000160221
ENST00000495007	ENSG00000160221
ENST00000427803	ENSG00000160221
ENST00000493883	ENSG00000160221
ENST00000480786	ENSG00000160221
ENST00000348499	ENSG00000160221
ENST00000389690	ENSG00000160221
ENST00000646873	ENSG00000160221
ENST00000488392	ENSG00000160221
ENST00000419699	ENSG00000160221
ENST00000449622	ENSG00000160221
ENST00000470545	ENSG00000160221
ENST00000642815	ENSG00000160221
ENST00000643466	ENSG00000160223
ENST00000344330	ENSG00000160223
ENST00000407780	ENSG00000160223
ENST00000400379	ENSG00000160223
ENST00000400377	ENSG00000160223
ENST00000436357	ENSG00000142182
ENST00000270172	ENSG00000142182
ENST00000628202	ENSG00000142182
ENST00000431166	ENSG00000142182
ENST00000530812	ENSG00000160224
ENST00000527919	ENSG00000160224
ENST00000291582	ENSG00000160224
ENST00000397994	ENSG00000160224
ENST00000337909	ENSG00000160224
ENST00000349048	ENSG00000141959
ENST00000397961	ENSG00000141959
ENST00000496824	ENSG00000141959
ENST00000466134	ENSG00000141959
ENST00000628044	ENSG00000141959
ENST00000491298	ENSG00000141959
ENST00000474114	ENSG00000141959
ENST00000498841	ENSG00000141959
ENST00000460020	ENSG00000141959
ENST00000467315	ENSG00000141959
ENST00000460521	ENSG00000141959
ENST00000495274	ENSG00000141959
ENST00000339818	ENSG00000160226
ENST00000470196	ENSG00000160226
ENST00000496321	ENSG00000160226
ENST00000462742	ENSG00000160226
ENST00000397956	ENSG00000160226
ENST00000325223	ENSG00000160226
ENST00000478674	ENSG00000160226
ENST00000300482	ENSG00000142185
ENST00000431901	ENSG00000142185
ENST00000397928	ENSG00000142185
ENST00000397932	ENSG00000142185
ENST00000300481	ENSG00000142185
ENST00000498430	ENSG00000142185
ENST00000621064	ENSG00000142185
ENST00000490982	ENSG00000142185
ENST00000291592	ENSG00000160233
ENST00000613245	ENSG00000175894
ENST00000323084	ENSG00000175894
ENST00000642437	ENSG00000175894
ENST00000397916	ENSG00000175894
ENST00000400375	ENSG00000215455
ENST00000391621	ENSG00000205445
ENST00000498210	ENSG00000205445
ENST00000391620	ENSG00000212935
ENST00000622352	ENSG00000215454
ENST00000400374	ENSG00000215454
ENST00000616689	ENSG00000215454
ENST00000400372	ENSG00000241123
ENST00000400368	ENSG00000188155
ENST00000609664	ENSG00000272804
ENST00000334662	ENSG00000187766
ENST00000397911	ENSG00000221837
ENST00000484861	ENSG00000221837
ENST00000616529	ENSG00000221837
ENST00000380095	ENSG00000221859
ENST00000334670	ENSG00000243489
ENST00000391618	ENSG00000212933
ENST00000397907	ENSG00000205439
ENST00000360770	ENSG00000221864
ENST00000391617	ENSG00000187175
ENST00000400365	ENSG00000189169
ENST00000618832	ENSG00000189169
ENST00000345496	ENSG00000184787
ENST00000481546	ENSG00000184787
ENST00000497630	ENSG00000184787
ENST00000477954	ENSG00000184787
ENST00000491513	ENSG00000184787
ENST00000330942	ENSG00000184787
ENST00000478200	ENSG00000184787
ENST00000497664	ENSG00000184787
ENST00000462569	ENSG00000184787
ENST00000490450	ENSG00000184787
ENST00000496395	ENSG00000184787
ENST00000490091	ENSG00000184787
ENST00000397898	ENSG00000184900
ENST00000332859	ENSG00000184900
ENST00000411651	ENSG00000184900
ENST00000479153	ENSG00000184900
ENST00000397893	ENSG00000184900
ENST00000466861	ENSG00000184900
ENST00000397887	ENSG00000183255
ENST00000330938	ENSG00000183255
ENST00000445724	ENSG00000183255
ENST00000397886	ENSG00000183255
ENST00000474737	ENSG00000183255
ENST00000494690	ENSG00000183255
ENST00000480234	ENSG00000183255
ENST00000475170	ENSG00000160255
ENST00000397852	ENSG00000160255
ENST00000397857	ENSG00000160255
ENST00000397854	ENSG00000160255
ENST00000498666	ENSG00000160255
ENST00000355153	ENSG00000160255
ENST00000397850	ENSG00000160255
ENST00000523323	ENSG00000160255
ENST00000302347	ENSG00000160255
ENST00000479202	ENSG00000160255
ENST00000320216	ENSG00000160255
ENST00000521987	ENSG00000160255
ENST00000523663	ENSG00000160255
ENST00000522931	ENSG00000160255
ENST00000517563	ENSG00000160255
ENST00000522688	ENSG00000160255
ENST00000520389	ENSG00000160255
ENST00000524251	ENSG00000160255
ENST00000517819	ENSG00000160255
ENST00000479849	ENSG00000160255
ENST00000397846	ENSG00000160255
ENST00000523126	ENSG00000160255
ENST00000521995	ENSG00000160255
ENST00000518033	ENSG00000160255
ENST00000291634	ENSG00000160256
ENST00000397826	ENSG00000160256
ENST00000458015	ENSG00000160256
ENST00000479127	ENSG00000160256
ENST00000485207	ENSG00000160256
ENST00000462214	ENSG00000197381
ENST00000460734	ENSG00000197381
ENST00000437626	ENSG00000197381
ENST00000389861	ENSG00000197381
ENST00000492414	ENSG00000197381
ENST00000496664	ENSG00000197381
ENST00000389863	ENSG00000197381
ENST00000348831	ENSG00000197381
ENST00000449478	ENSG00000197381
ENST00000464215	ENSG00000197381
ENST00000611195	ENSG00000197381
ENST00000629643	ENSG00000197381
ENST00000360697	ENSG00000197381
ENST00000481022	ENSG00000197381
ENST00000631642	ENSG00000197381
ENST00000471540	ENSG00000186866
ENST00000331343	ENSG00000186866
ENST00000334538	ENSG00000186866
ENST00000349485	ENSG00000186866
ENST00000612472	ENSG00000186866
ENST00000615172	ENSG00000186866
ENST00000485190	ENSG00000186866
ENST00000460932	ENSG00000186866
ENST00000463917	ENSG00000186866
ENST00000451615	ENSG00000186866
ENST00000493524	ENSG00000186866
ENST00000468360	ENSG00000186866
ENST00000493811	ENSG00000186866
ENST00000476653	ENSG00000186866
ENST00000400337	ENSG00000182871
ENST00000355480	ENSG00000182871
ENST00000359759	ENSG00000182871
ENST00000342220	ENSG00000182871
ENST00000459895	ENSG00000182871
ENST00000423214	ENSG00000182871
ENST00000473212	ENSG00000182871
ENST00000417954	ENSG00000173638
ENST00000567670	ENSG00000173638
ENST00000461785	ENSG00000173638
ENST00000468508	ENSG00000173638
ENST00000460174	ENSG00000173638
ENST00000311124	ENSG00000173638
ENST00000380010	ENSG00000173638
ENST00000485649	ENSG00000173638
ENST00000427839	ENSG00000173638
ENST00000443742	ENSG00000173638
ENST00000486303	ENSG00000173638
ENST00000528477	ENSG00000173638
ENST00000465077	ENSG00000183570
ENST00000400314	ENSG00000183570
ENST00000472191	ENSG00000183570
ENST00000594149	ENSG00000183570
ENST00000628776	ENSG00000183570
ENST00000593338	ENSG00000183570
ENST00000609985	ENSG00000183570
ENST00000594320	ENSG00000183570
ENST00000610200	ENSG00000183570
ENST00000423045	ENSG00000183570
ENST00000400310	ENSG00000183570
ENST00000400309	ENSG00000183570
ENST00000400308	ENSG00000183570
ENST00000449640	ENSG00000183570
ENST00000481302	ENSG00000183570
ENST00000498121	ENSG00000183570
ENST00000549265	ENSG00000183570
ENST00000400305	ENSG00000183570
ENST00000400304	ENSG00000183570
ENST00000468429	ENSG00000183570
ENST00000475402	ENSG00000183570
ENST00000361866	ENSG00000142156
ENST00000612273	ENSG00000142156
ENST00000492851	ENSG00000142156
ENST00000466285	ENSG00000142156
ENST00000463060	ENSG00000142156
ENST00000498614	ENSG00000142156
ENST00000486023	ENSG00000142156
ENST00000300527	ENSG00000142173
ENST00000310645	ENSG00000142173
ENST00000436769	ENSG00000142173
ENST00000409416	ENSG00000142173
ENST00000397763	ENSG00000142173
ENST00000460886	ENSG00000142173
ENST00000485591	ENSG00000142173
ENST00000413758	ENSG00000142173
ENST00000483568	ENSG00000160282
ENST00000460011	ENSG00000160282
ENST00000498355	ENSG00000160282
ENST00000291670	ENSG00000160282
ENST00000397748	ENSG00000160282
ENST00000446405	ENSG00000160282
ENST00000397746	ENSG00000160282
ENST00000397743	ENSG00000160282
ENST00000494498	ENSG00000160282
ENST00000488577	ENSG00000160282
ENST00000480950	ENSG00000160282
ENST00000469240	ENSG00000160282
ENST00000330205	ENSG00000160284
ENST00000291672	ENSG00000160284
ENST00000356396	ENSG00000160285
ENST00000491729	ENSG00000160285
ENST00000397728	ENSG00000160285
ENST00000419093	ENSG00000160285
ENST00000457828	ENSG00000160285
ENST00000474319	ENSG00000160285
ENST00000522411	ENSG00000160285
ENST00000484808	ENSG00000160285
ENST00000464357	ENSG00000160285
ENST00000450351	ENSG00000160285
ENST00000472272	ENSG00000160285
ENST00000291688	ENSG00000160294
ENST00000467026	ENSG00000160294
ENST00000496607	ENSG00000160294
ENST00000486937	ENSG00000160294
ENST00000397708	ENSG00000160294
ENST00000481113	ENSG00000160294
ENST00000494755	ENSG00000160294
ENST00000479557	ENSG00000160294
ENST00000426537	ENSG00000160294
ENST00000495475	ENSG00000160294
ENST00000397701	ENSG00000182362
ENST00000468924	ENSG00000182362
ENST00000397694	ENSG00000182362
ENST00000329319	ENSG00000182362
ENST00000339195	ENSG00000182362
ENST00000397692	ENSG00000182362
ENST00000492864	ENSG00000182362
ENST00000397691	ENSG00000182362
ENST00000491666	ENSG00000160298
ENST00000397683	ENSG00000160298
ENST00000417060	ENSG00000160298
ENST00000397682	ENSG00000160298
ENST00000291691	ENSG00000160298
ENST00000397679	ENSG00000160298
ENST00000397680	ENSG00000160298
ENST00000472607	ENSG00000160298
ENST00000445935	ENSG00000160298
ENST00000475776	ENSG00000160298
ENST00000359568	ENSG00000160299
ENST00000490468	ENSG00000160299
ENST00000480896	ENSG00000160299
ENST00000466474	ENSG00000160299
ENST00000483844	ENSG00000160299
ENST00000482575	ENSG00000160299
ENST00000418394	ENSG00000160299
ENST00000465356	ENSG00000160299
ENST00000400274	ENSG00000160305
ENST00000457905	ENSG00000160305
ENST00000466639	ENSG00000160305
ENST00000435722	ENSG00000160305
ENST00000417564	ENSG00000160305
ENST00000473752	ENSG00000160305
ENST00000494435	ENSG00000160305
ENST00000480553	ENSG00000160305
ENST00000472364	ENSG00000160305
ENST00000481883	ENSG00000160305
ENST00000478105	ENSG00000160305
ENST00000479654	ENSG00000160305
ENST00000291700	ENSG00000160307
ENST00000367071	ENSG00000160307
ENST00000397648	ENSG00000160307
ENST00000355680	ENSG00000160310
ENST00000451211	ENSG00000160310
ENST00000458387	ENSG00000160310
ENST00000397638	ENSG00000160310
ENST00000291705	ENSG00000160310
ENST00000397637	ENSG00000160310
ENST00000334494	ENSG00000160310
ENST00000397628	ENSG00000160310
ENST00000440086	ENSG00000160310
ENST00000482508	ENSG00000160310
ENST00000621201	ENSG00000160310
ENST00000481861	ENSG00000160310
ENST00000455177	ENSG00000160310
ENST00000491389	ENSG00000160310
ENST00000498151	ENSG00000160310
ENST00000486520	ENSG00000160310
